y,m,d,Prec,Ep,Tavg,Tmax,Runoff
1997,11,21,0.64,0.44,3.1,7.8,0.553
1997,11,22,0,0.34,2,6,0.505
1997,11,23,0.99,0.18,1,2,0.4693
1997,11,24,0,0.42,2.4,7,0.4749
1997,11,25,0,0.19,2.5,7.2,0.495
1997,11,26,0,0.22,3.1,9.6,0.4939
1997,11,27,0,0.21,2.6,8.5,0.4749
1997,11,28,1.28,0.23,4.5,10.4,0.4738
1997,11,29,1.13,0.31,4.7,9.1,0.5117
1997,11,30,5.99,0.27,3.5,5.3,0.4627
1997,12,1,8.69,0.12,2,3,0.8841
1997,12,2,9.9,0.28,0.7,4.3,1.2966
1997,12,3,9.51,0.15,-2.9,-1.9,1.2007
1997,12,4,0.35,0.14,-4.1,-1.6,1.0011
1997,12,5,0.33,0.15,-4.1,-1.5,0.8941
1997,12,6,0.05,0.17,-4.5,-0.2,0.806
1997,12,7,0,0.22,-3.1,5.1,0.7469
1997,12,8,0.25,0.07,-2.3,3.7,0.7113
1997,12,9,0.48,0,0.6,6.2,0.7525
1997,12,10,1.45,0.12,1.3,7.1,0.7927
1997,12,11,20.64,0,4.6,6.3,2.2497
1997,12,12,26.02,0.1,3.3,5.4,6.3379
1997,12,13,23.79,0,0.3,1.4,4.7916
1997,12,14,9.35,0.11,-2,0.7,2.9042
1997,12,15,0.39,0.12,-4.1,-2.1,2.1583
1997,12,16,0.01,0.08,-8.1,-1.8,1.5608
1997,12,17,0,0.2,-4.6,0.5,1.3289
1997,12,18,0,0.08,1.7,4.8,1.7726
1997,12,19,0.14,0.02,2.8,8.4,2.0892
1997,12,20,10.02,0,1.6,3.7,1.8239
1997,12,21,26.17,0,2.1,3.3,6.2487
1997,12,22,7.27,0,1.3,2.4,8.0937
1997,12,23,0.02,0.02,0.5,4.9,3.1784
1997,12,24,0.62,0,0.9,6.1,2.1238
1997,12,25,2.15,0,4.1,10.6,1.8807
1997,12,26,7.06,0,2.8,7,3.9844
1997,12,27,4.4,0.1,-0.1,2.9,2.4136
1997,12,28,6.78,0.05,-2,0.8,2.5162
1997,12,29,0.03,0.11,-4.6,2,1.9755
1997,12,30,0,0.06,-3.7,4.1,1.5474
1997,12,31,0,0.1,-2.8,2.8,1.3623
1998,1,1,0.07,0.06,0.3,7.4,1.2263
1998,1,2,3.07,0.04,2.1,6,1.1472
1998,1,3,4.98,0.15,2.2,4.6,1.0524
1998,1,4,3.08,0.22,1.2,4.8,1.2141
1998,1,5,1.94,0.27,-0.3,3.5,1.3813
1998,1,6,11.47,0.09,1,3.2,1.6065
1998,1,7,0.58,0.07,3.1,8.7,1.6488
1998,1,8,0,0.12,0.8,8.2,1.3356
1998,1,9,0,0.11,-1.1,8,1.1137
1998,1,10,0,0.09,-2.5,6.9,0.9811
1998,1,11,0,0.2,-2.1,5.3,0.9086
1998,1,12,0,0.08,-1.3,6.8,0.8774
1998,1,13,0,0.13,-0.5,5.6,0.8629
1998,1,14,1.99,0.1,1.5,5.7,0.8261
1998,1,15,0.48,0.08,2,4.2,0.825
1998,1,16,6.2,0.01,2.1,5.1,0.8294
1998,1,17,11.28,0.04,-0.9,1.6,1.1996
1998,1,18,0.77,0.32,-2.8,2.7,1.1661
1998,1,19,12.63,0.31,1.1,4.1,1.437
1998,1,20,19.12,0.36,-2,-0.1,1.3646
1998,1,21,6.52,0.15,-3,-1.4,1.4649
1998,1,22,0.24,0.15,-5.6,-2.8,1.4248
1998,1,23,0,0.1,-6.5,-1.8,1.2731
1998,1,24,3.59,0.04,-7.2,-2.6,1.1884
1998,1,25,0.11,0.13,-5.2,-1.5,1.1193
1998,1,26,0.14,0.09,-6.5,-3.9,1.0546
1998,1,27,0,0.17,-7.7,-0.6,1.0301
1998,1,28,0,0.16,-9.4,1,0.9632
1998,1,29,0.03,0.11,-8.4,-1.3,0.9811
1998,1,30,0,0.1,-7.4,0.3,0.9476
1998,1,31,0,0.09,-7.2,-1.1,0.9086
1998,2,1,0,0.13,-7.4,-0.2,0.8908
1998,2,2,0.06,0.12,-6.7,1.9,0.8473
1998,2,3,0.15,0.11,-4.6,-0.6,0.864
1998,2,4,0,0.14,-5.8,2.5,0.8417
1998,2,5,0,0.15,-6.8,2,0.8049
1998,2,6,0,0.12,-5.9,3.5,0.7904
1998,2,7,1.59,0.07,-3.2,6.6,0.7726
1998,2,8,0.65,0.18,-2.2,2.5,0.757
1998,2,9,0,0.14,-1.9,8.5,0.7414
1998,2,10,0,0.12,-0.3,10.5,0.7804
1998,2,11,0,0.17,1.4,12,0.8439
1998,2,12,0,0.23,2.8,13.3,0.9733
1998,2,13,0,0.3,3.7,12.4,1.1104
1998,2,14,0,0.2,3.6,10.9,1.0758
1998,2,15,0,0.17,3.5,11.5,1.0123
1998,2,16,2.15,0.24,5.2,13.9,1.0301
1998,2,17,5.82,0.01,2.9,4.3,1.1327
1998,2,18,0,0.41,2.9,10.1,1.0056
1998,2,19,0,0.39,4.3,11.2,0.9242
1998,2,20,0,0.32,3.6,13.7,0.9064
1998,2,21,0,0.33,4.5,14.5,0.893
1998,2,22,14.66,0.13,2.7,8.2,1.0413
1998,2,23,7.67,0.05,2.3,3.4,2.7124
1998,2,24,0.62,0.18,4.2,5.5,1.5675
1998,2,25,1.39,0.03,4.3,5.4,1.3958
1998,2,26,0,0.45,3.9,8.4,1.2653
1998,2,27,0,0.54,4.2,10.4,1.1605
1998,2,28,3.44,0.23,3.3,6.2,1.0569
1998,3,1,10.65,0.28,1,2.2,1.7837
1998,3,2,0.03,0.67,1.7,6.3,1.4114
1998,3,3,0.02,0.76,4.5,14.2,1.2129
1998,3,4,0.04,0.83,7.9,14.4,1.2876
1998,3,5,8.63,1.28,3.9,5.7,1.3958
1998,3,6,6.97,0.88,2.7,8.5,1.2341
1998,3,7,5.47,1.02,7.2,13.5,1.6277
1998,3,8,12.71,0.65,3.5,5.5,1.7247
1998,3,9,9.78,0.9,-1.3,1.4,3.4148
1998,3,10,0.33,0.67,-2.5,0.5,2.1594
1998,3,11,0.08,0.6,-1,5.5,1.7548
1998,3,12,8.5,0.39,0.6,4.3,1.6834
1998,3,13,2.2,0.59,-0.3,1.8,2.2029
1998,3,14,3.07,0.33,-0.1,3.1,1.7559
1998,3,15,21.22,0.1,1.3,3.2,3.5028
1998,3,16,11.61,0.01,2.3,4.7,9.8697
1998,3,17,3.15,0.1,4,5.8,4.8696
1998,3,18,0.05,0.34,4.5,6.9,3.0781
1998,3,19,6.64,0.5,2.6,3.7,2.8228
1998,3,20,5.63,0.89,1.5,3.9,2.3334
1998,3,21,8.33,0.72,-0.1,1.4,3.1093
1998,3,22,0,0.89,-0.5,2.5,2.2063
1998,3,23,21.22,0.22,-0.7,1.6,1.9231
1998,3,24,2.58,0.9,-0.9,2.2,1.8796
1998,3,25,0,0.88,-1.9,2,1.5953
1998,3,26,0,0.79,0.5,6.9,1.4694
1998,3,27,0.13,0.37,2.4,7.9,1.4025
1998,3,28,0,0.72,6.4,14.6,1.495
1998,3,29,0,1.14,8.5,17.1,2.1316
1998,3,30,0,1.28,7.9,15.7,2.4861
1998,3,31,0,1.49,9.2,17.5,2.388
1998,4,1,0.44,1.44,8.1,13.5,2.2018
1998,4,2,3.27,1.76,8.7,14.4,2.0089
1998,4,3,0.35,1.87,9.2,16.2,2.0926
1998,4,4,12.36,0.74,5,8.4,2.0424
1998,4,5,20.04,1.06,5.7,9.9,1.8584
1998,4,6,3.67,1.43,5.6,10.5,3.0892
1998,4,7,8.04,0.67,4.7,11.2,1.951
1998,4,8,1.71,1.69,4.4,9.1,1.6076
1998,4,9,0.99,1.73,4.8,10.7,1.408
1998,4,10,6.97,2.09,5.3,11.9,1.3869
1998,4,11,2.12,1.86,4.9,9.6,1.5218
1998,4,12,12.43,0.93,1.9,4.7,1.3345
1998,4,13,13.58,0.45,-0.1,1.9,1.2988
1998,4,14,1.74,1.13,0.3,3.8,1.2698
1998,4,15,0.11,1.41,2,7.6,1.2096
1998,4,16,3.77,1.21,3,5.4,1.1617
1998,4,17,6.51,1.28,3.9,9.3,1.1817
1998,4,18,4.21,1.66,3.5,6.8,1.1461
1998,4,19,3.04,1.71,3.2,6.7,1.0602
1998,4,20,0.42,2.54,6.4,13.7,0.9978
1998,4,21,4.66,1.24,7,11.5,1.2174
1998,4,22,0,2.71,8.8,15.6,1.2241
1998,4,23,0.12,2.6,9.6,16.4,1.2286
1998,4,24,4.6,1.34,8.6,11.2,1.7927
1998,4,25,1.46,2.92,10.5,16.8,1.3601
1998,4,26,0.01,3.23,12.6,20.5,1.2631
1998,4,27,6.17,3.44,11.6,19.8,1.2508
1998,4,28,16.59,1.42,4.3,6,3.582
1998,4,29,0.41,2.32,7.1,13.5,2.3378
1998,4,30,0.07,3.43,10.3,17.8,1.7325
1998,5,1,5.12,1.77,8.3,12,1.8986
1998,5,2,8.61,1.75,7,9.5,7.1595
1998,5,3,3.04,2.71,8.9,13.8,3.5575
1998,5,4,8.95,2.56,7.7,10.5,2.2575
1998,5,5,0.08,1.92,7.5,10.2,1.8529
1998,5,6,2.09,2.37,9,11.7,1.3991
1998,5,7,0.02,3.38,11.8,17.5,1.1494
1998,5,8,0,3.87,13.6,21.4,1.0223
1998,5,9,0.11,3.51,14.5,21,0.9599
1998,5,10,0.04,3.87,16.3,23.4,0.9008
1998,5,11,0.06,4.3,17,23.9,0.8841
1998,5,12,0.03,4.22,17.6,24.3,0.8562
1998,5,13,0.31,3.97,17.7,24.5,0.8294
1998,5,14,1.31,3.74,16.1,21.7,0.8562
1998,5,15,0.02,4.1,14.1,19.5,0.9064
1998,5,16,0.14,3.5,12.2,16.4,0.8718
1998,5,17,1.06,3.03,10.3,13,0.8083
1998,5,18,2.54,2.81,9.6,14.2,0.7982
1998,5,19,0.24,3.13,11.6,16.5,0.738
1998,5,20,0.29,3.39,13.7,18.1,0.7492
1998,5,21,8.85,3.2,12.6,18.5,0.7815
1998,5,22,6.9,1.38,8.7,9.7,1.078
1998,5,23,0.03,2.39,9.1,12.4,0.7525
1998,5,24,0.39,2.14,10,12.7,0.7469
1998,5,25,0.86,3.2,11,14.5,0.7547
1998,5,26,3.81,3.35,11.6,16.9,0.8294
1998,5,27,2.97,3,12.3,17,0.8194
1998,5,28,0.47,3.75,14.8,22.6,0.7938
1998,5,29,11.33,1.69,11.7,13.1,0.9142
1998,5,30,0.68,3.58,13.7,18.7,0.7871
1998,5,31,7.93,3.49,14,19.7,0.7536
1998,6,1,0.51,4.35,14,18.5,0.786
1998,6,2,0.18,4.36,17.6,23.5,0.7927
1998,6,3,1.54,2.24,16.1,18.9,0.8473
1998,6,4,8.06,3.64,17.5,22.5,0.9197
1998,6,5,2.11,4.7,19.7,27.6,0.9309
1998,6,6,0.13,4.77,20.9,28.3,0.9186
1998,6,7,24.93,3.43,16.6,22.1,0.9721
1998,6,8,9.97,3.44,13.9,16.8,1.7904
1998,6,9,0,4.38,15.5,21.4,1.2129
1998,6,10,23.11,2.4,14.4,22,1.7536
1998,6,11,19.12,2.81,10.8,13.4,2.1249
1998,6,12,38.8,1.47,6.3,7.3,10.8641
1998,6,13,2.58,3.21,8.2,12.2,5.7102
1998,6,14,1.91,2.59,9.8,15,2.3256
1998,6,15,10.09,2.09,9.5,12.6,2.4616
1998,6,16,3.17,3.14,9.9,14.2,1.8395
1998,6,17,1.17,3.5,11.1,15,1.5061
1998,6,18,0,3.67,13.5,17.6,1.3155
1998,6,19,0,4.21,15.6,20.3,1.2129
1998,6,20,0,4.86,18.2,24.9,1.1472
1998,6,21,0,4.96,21.1,27.7,1.0925
1998,6,22,4.48,3.2,19.1,21.1,1.1104
1998,6,23,0.36,3.19,15.8,18.9,1.204
1998,6,24,0.01,3.99,17.2,20.8,1.2341
1998,6,25,0.91,4.01,18.2,24.1,1.3501
1998,6,26,5.06,2.97,17.7,21.7,1.5273
1998,6,27,3.18,3.84,18.1,22.1,2.2241
1998,6,28,9.01,1.96,15.9,17.7,2.2419
1998,6,29,0.26,2.53,17,19.5,1.5128
1998,6,30,2.13,3.73,17.4,22,1.4014
1998,7,1,2.22,2.45,16.6,20.3,1.4381
1998,7,2,12.61,1.09,13.8,15,2.0078
1998,7,3,22.04,3.15,14.9,18.1,2.068
1998,7,4,2.63,3.77,15,18.4,3.2966
1998,7,5,0.22,2.74,15,18.3,1.6043
1998,7,6,0.49,4.12,16.9,21.4,1.194
1998,7,7,26.68,2.45,14.5,17.7,1.5452
1998,7,8,17.04,2.81,9.2,10.7,3.5195
1998,7,9,0.55,2.87,12.6,16.5,2.631
1998,7,10,2.82,1.36,13.8,16.3,1.456
1998,7,11,2.72,2.87,15.4,18.6,1.0268
1998,7,12,0.22,4.41,17.9,23.5,0.8584
1998,7,13,29.12,3.97,17.4,24.6,1.767
1998,7,14,5.99,4.02,14,16.8,2.1037
1998,7,15,0.21,3.46,14.3,16.8,1.0569
1998,7,16,5.08,2.33,13.7,16.7,0.932
1998,7,17,4.2,3.44,16.1,19.5,1.1193
1998,7,18,0.72,3.71,18.4,22.1,0.8941
1998,7,19,0.04,4.43,20,25.5,0.825
1998,7,20,0.03,4.79,22.1,29.6,0.7837
1998,7,21,1.72,4.66,21.6,27.9,0.8183
1998,7,22,2.72,2.19,18.5,21.5,0.8205
1998,7,23,1.85,4.3,20.1,24.8,0.757
1998,7,24,5.08,1.52,17.4,19.6,1.1973
1998,7,25,8.22,2.11,17,20.5,0.8239
1998,7,26,0.1,3.98,17.7,22.3,0.7012
1998,7,27,33.01,0.95,16,17.8,1.4014
1998,7,28,9.78,3.19,15.4,17.8,2.1104
1998,7,29,0.27,2.66,16.1,20.1,1.078
1998,7,30,5.78,3.62,17.1,21.6,0.7848
1998,7,31,4.42,1.79,15.1,16.8,0.6745
1998,8,1,4.57,3.35,17.7,24.1,0.4939
1998,8,2,5.17,1.53,14.9,17,0.7336
1998,8,3,5.69,1.8,15.3,18.7,0.573
1998,8,4,9.03,2.08,17,19.9,0.5184
1998,8,5,3.56,1.8,15.4,17.2,0.4604
1998,8,6,0,4.09,16.9,21.5,0.388
1998,8,7,0,4.16,17.5,23.6,0.3411
1998,8,8,0,4.36,19.5,26.4,0.3122
1998,8,9,0,4.46,20.9,27.3,0.2564
1998,8,10,0.05,4.16,21.6,28,0.2319
1998,8,11,0,4.1,22.7,28.7,0.2475
1998,8,12,0.03,4.1,22.5,29.4,0.2397
1998,8,13,14.03,2.73,18.5,22.9,0.2319
1998,8,14,0.43,3.06,17.3,20.9,0.2408
1998,8,15,0.63,2.97,18.4,23,0.2129
1998,8,16,0.54,3.94,19.4,25.1,0.1728
1998,8,17,0.14,3.9,19.5,25.1,0.1583
1998,8,18,13,1.85,16.8,20.5,0.1817
1998,8,19,4.99,3.18,17.4,20.9,0.2263
1998,8,20,0.81,3.18,17.1,21.6,0.2285
1998,8,21,7.04,2.04,15.3,19.3,0.2241
1998,8,22,29.15,2.03,14,15.8,0.621
1998,8,23,3.79,3.26,14.4,18.1,3.0792
1998,8,24,17.7,1.03,12.6,15.8,0.825
1998,8,25,2.62,2.48,12.8,15.8,0.7826
1998,8,26,0.05,3.18,14.5,20,0.5708
1998,8,27,6.23,1.1,11.3,14.4,0.5329
1998,8,28,1.96,2.61,9.5,12.3,0.5886
1998,8,29,0.15,2.13,10.4,13.2,0.5563
1998,8,30,0,2.25,11.3,14.9,0.5574
1998,8,31,0.06,2.81,12.7,18,0.5418
1998,9,1,1.27,2.41,15.3,22.5,0.5998
1998,9,2,0.05,3.18,18.2,23.8,0.6343
1998,9,3,14.33,1.2,16,18.8,1.4537
1998,9,4,4.39,1.93,15.6,20,1.1438
1998,9,5,26.7,1.2,12.5,13.6,6.5486
1998,9,6,3.56,2.01,12.3,16.1,3.0669
1998,9,7,5,1.69,13,19.3,1.8529
1998,9,8,6.5,1.85,14,17.4,1.3824
1998,9,9,0,3.28,17.4,24.4,1.126
1998,9,10,10.09,2.78,17.6,22.7,1.0056
1998,9,11,42.8,0.93,13.3,15.5,3.0446
1998,9,12,25.88,1.85,9.2,11.5,9.8998
1998,9,13,5.4,2.02,6.6,8.7,3.2999
1998,9,14,6.63,2.2,6.8,9.5,1.7915
1998,9,15,8.86,1.92,7.9,10.8,1.262
1998,9,16,10.34,1.91,10.6,15,1.3791
1998,9,17,15.16,2.08,8.9,11.5,1.3958
1998,9,18,3.94,1.35,9.4,11.6,2.8729
1998,9,19,0,1.84,9.3,13.9,1.689
1998,9,20,0,2.07,10,15.3,1.1037
1998,9,21,0,1.89,9.7,14.9,0.8529
1998,9,22,0,1.81,10.6,16.2,0.7324
1998,9,23,0,1.74,10.7,16.4,0.6299
1998,9,24,0,2.15,12.1,18.4,0.5842
1998,9,25,0,2.13,12.6,19.2,0.5117
1998,9,26,0.31,2.02,13.7,21,0.4593
1998,9,27,6.38,1.92,13,17.7,0.4705
1998,9,28,5.3,1.88,11.5,14.8,0.4838
1998,9,29,5.98,1.73,11.2,15.4,0.5897
1998,9,30,11.19,1.07,11.7,15.6,0.456
1998,10,1,18.85,1.24,9.8,12.1,0.7235
1998,10,2,0.98,1.78,8.6,13.5,0.6979
1998,10,3,8.54,1.44,8.3,11.8,0.7547
1998,10,4,12.04,0.83,7.4,9.3,1.0201
1998,10,5,4.32,0.88,7.6,10.7,1.3623
1998,10,6,1.06,1.39,10.1,16.3,1.3768
1998,10,7,14.98,0.49,8.6,9.8,2.738
1998,10,8,1.86,0.73,7.7,8.7,3.4125
1998,10,9,0.48,1.54,9.4,13.2,2.0569
1998,10,10,0.86,1.52,9.5,14.6,1.6667
1998,10,11,6.48,0.54,9.2,10.4,1.4682
1998,10,12,13.58,1.57,7.9,11,1.8172
1998,10,13,4.28,1.43,5.7,9.5,1.7046
1998,10,14,2.22,0.46,7.6,10.6,1.505
1998,10,15,3.77,1.21,9.8,14.8,1.4236
1998,10,16,0.21,1.5,11.9,17.2,1.9131
1998,10,17,0.31,1.65,11.9,18.7,1.5095
1998,10,18,9.24,0.86,8.2,9.6,2.9276
1998,10,19,5.26,0.68,6.2,7.5,2.1583
1998,10,20,1.5,1.2,4,7.7,1.8451
1998,10,21,0,0.88,5.7,13.2,1.6087
1998,10,22,0,1.14,7.9,15.5,1.3144
1998,10,23,1.5,1.17,9.1,17.4,1.1895
1998,10,24,10.41,1.37,9.2,12.5,1.5831
1998,10,25,19.19,1.9,7.7,9.8,5.8674
1998,10,26,11.6,1.2,4.2,7.8,3.2119
1998,10,27,5.33,0.9,4.1,8.4,2.6511
1998,10,28,1.51,0.63,9.5,13.8,1.9944
1998,10,29,16.57,0.55,6.7,12.1,2.8495
1998,10,30,17.4,0.98,3.1,7.1,2.8317
1998,10,31,2.99,0.58,3.8,6.8,3.2743
1998,11,1,17.3,0.55,5.2,8.4,4.1104
1998,11,2,0.9,0.72,4.1,8.6,3.8741
1998,11,3,9.69,0.28,5.1,7.6,2.5775
1998,11,4,11.57,0.31,3.8,5.6,4.5028
1998,11,5,4.45,0.62,2.2,5.1,3.8551
1998,11,6,0.45,0.72,0.8,6.4,2.456
1998,11,7,0.06,0.68,1.5,7.5,1.8919
1998,11,8,0,0.54,1.5,11,1.5663
1998,11,9,9.3,0.16,5.6,8.1,1.7793
1998,11,10,28.19,0.14,7,9.6,6.3691
1998,11,11,6.06,0.74,0.7,4.1,8.9076
1998,11,12,0.46,0.64,-1.1,5.2,3.65
1998,11,13,0.76,0.6,1.8,6.1,2.5273
1998,11,14,8.01,0.34,-0.4,3.5,2.068
1998,11,15,18.71,0.26,0.8,2.9,1.951
1998,11,16,18.44,0.07,-0.9,0.7,1.8005
1998,11,17,3.63,0.25,-2.6,-1,1.8863
1998,11,18,0.08,0.22,-6.1,-2.4,1.6199
1998,11,19,2.01,0.2,-6.8,-0.6,1.4504
1998,11,20,2.27,0.21,-5.8,-3.7,1.2932
1998,11,21,0.27,0.19,-8.7,-5.2,1.1405
1998,11,22,0,0.12,-11.6,-3.9,1.0658
1998,11,23,0.13,0.13,-8.2,-2.7,1.0323
1998,11,24,0.04,0.17,-4.5,-1.2,1.0223
1998,11,25,1.4,0.16,-3,2.3,0.9476
1998,11,26,2.98,0.15,-1.3,0.4,0.9365
1998,11,27,8.58,0.03,-1.7,1.4,1.1126
1998,11,28,0,0.22,-3.2,1.9,1.0859
1998,11,29,2.01,0.04,-5.7,0.8,0.9744
1998,11,30,2.31,0.08,-2.6,-0.3,0.932
1998,12,1,0.23,0.13,-4.9,-1.8,0.9131
1998,12,2,0.07,0.12,-5.8,-0.6,0.8997
1998,12,3,0,0.09,-7,1.4,0.8584
1998,12,4,2.42,0.05,-7,-2.7,0.8261
1998,12,5,12.45,0.07,-4.4,-2.6,0.7904
1998,12,6,12.36,0.12,-4.6,-3.7,0.7269
1998,12,7,11.8,0.02,-6,-4.6,0.709
1998,12,8,1.02,0.1,-6.5,-2.4,0.7113
1998,12,9,0.01,0.03,-9.9,-2.5,0.6745
1998,12,10,7.26,0,-2.6,-0.6,0.9353
1998,12,11,9.44,0.04,-0.6,1.4,1.8428
1998,12,12,9.29,0.15,0.7,2.8,3.5508
1998,12,13,3.19,0,3.4,6.3,7.4204
1998,12,14,0.08,0,1.2,6.4,3.3768
1998,12,15,0,0,0,9.2,2.1985
1998,12,16,0.99,0,1.1,5.7,1.8417
1998,12,17,0,0.02,-1.5,6.6,1.5307
1998,12,18,0,0,-1.8,6.9,1.3367
1998,12,19,4.07,0,-0.7,4.3,1.2174
1998,12,20,4.46,0.02,-1.8,0.4,1.1271
1998,12,21,5.06,0.2,-2.7,-1,1.1918
1998,12,22,0.36,0.1,-5,-1.8,1.0714
1998,12,23,0,0.05,-7.8,0.4,0.9365
1998,12,24,2.5,0,-6.3,-0.1,0.8361
1998,12,25,0.19,0.06,-4.7,1.6,0.8127
1998,12,26,0.24,0.02,-3.2,3.4,0.7625
1998,12,27,0.03,0.06,1.2,3.9,0.8205
1998,12,28,0,0.02,0.2,7.5,0.9108
1998,12,29,0,0.04,-0.8,5.8,0.8216
1998,12,30,0,0.02,-1.6,5,0.7224
1998,12,31,0,0.05,-2.7,2.2,0.6867
1999,1,1,0,0,-0.6,3.9,0.6622
1999,1,2,0.02,0.02,-0.7,5.9,0.6355
1999,1,3,5.3,0.07,1.3,4,0.6187
1999,1,4,4.43,0,2.2,5.2,0.9097
1999,1,5,0,0,1.7,10,0.8941
1999,1,6,0,0,0.2,10.5,0.7514
1999,1,7,0.45,0,1.9,9.9,0.7324
1999,1,8,19.07,0,2.9,4.7,0.8685
1999,1,9,4.99,0.15,0.3,2.6,2.0636
1999,1,10,0.05,0.1,-1,1.7,1.1427
1999,1,11,6.98,0.02,-1.3,0.2,0.9476
1999,1,12,2.95,0.19,-3.5,-2.2,0.8005
1999,1,13,7.48,0.02,-3.2,-1.4,0.7514
1999,1,14,5.47,0.01,-2.6,1.2,0.7625
1999,1,15,0.08,0.1,-2.2,4.4,0.7927
1999,1,16,0,0.06,-2.4,2.8,0.728
1999,1,17,0,0.03,-1.6,6.6,0.6812
1999,1,18,0,0.04,-1.1,5.5,0.6366
1999,1,19,0,0.04,-1.3,6.6,0.6265
1999,1,20,0,0.01,-2,7.4,0.6087
1999,1,21,0,0.02,-1.9,6.9,0.6031
1999,1,22,0,0.05,-2.3,5.8,0.5652
1999,1,23,0,0.07,-2.9,5.4,0.5262
1999,1,24,0,0.04,-2.9,6,0.5095
1999,1,25,0,0.04,-0.7,8,0.5184
1999,1,26,10.03,0.01,0.3,8.6,0.5574
1999,1,27,17.82,0.12,-0.9,0.9,0.612
1999,1,28,30.96,0.17,-0.8,0.1,0.7503
1999,1,29,11.55,0.47,-4.2,-0.9,1.3222
1999,1,30,4.31,0.2,-9.4,-7.5,0.7949
1999,1,31,0.74,0.16,-9.6,-7.3,0.6589
1999,2,1,0.05,0.1,-11.4,-4.9,0.5753
1999,2,2,0.06,0.03,-7.4,-1.3,0.5697
1999,2,3,1.86,0.08,-4,2.9,0.544
1999,2,4,0.71,0.05,-0.1,3.1,0.5775
1999,2,5,17.14,0.02,0.8,3,0.6845
1999,2,6,22.03,0.29,-1,-0.4,0.9264
1999,2,7,22.41,0.3,-2,0,0.9744
1999,2,8,6.7,0.44,-5.7,-3.4,0.8662
1999,2,9,22.55,0.06,-4.9,-2.8,0.796
1999,2,10,2.84,0.15,-6.4,-4.9,0.7737
1999,2,11,3.27,0.06,-8,-5.8,0.7102
1999,2,12,0.23,0.09,-10.6,-8.4,0.6265
1999,2,13,0.57,0.05,-10.5,-7.4,0.5964
1999,2,14,0.8,0.08,-8.4,-4.4,0.5753
1999,2,15,0.14,0.16,-7.4,-0.5,0.5808
1999,2,16,6.7,0.04,-5.3,1.4,0.6187
1999,2,17,13.39,0,-2.9,-0.8,0.8818
1999,2,18,21.91,0,-1.8,-0.2,1.2074
1999,2,19,23.49,0,1.3,2.8,5.0736
1999,2,20,30.25,0,2.4,3.9,22.7104
1999,2,21,23.61,0,2.2,3.1,20.5599
1999,2,22,24.59,0.44,0,3.7,20.425
1999,2,23,14.6,0.63,-2.7,-1.7,8.6233
1999,2,24,15.18,0.32,-2.7,-0.6,5.2119
1999,2,25,1.01,0.34,-2.2,0.6,4.0502
1999,2,26,0,0.53,-1.3,7.5,3.3646
1999,2,27,0,0.39,0.9,10.7,3.0513
1999,2,28,0.13,0.09,0.5,5,3.0993
1999,3,1,3.63,0.37,2.5,6.7,3.2486
1999,3,2,5.33,0.04,3.8,6.4,5.7269
1999,3,3,0,0.35,4.5,12,6.5352
1999,3,4,21.28,0.06,1.6,5.1,8.31
1999,3,5,3.21,0.29,0.2,2.7,9.3479
1999,3,6,6.17,0.33,-0.3,2.8,5.0747
1999,3,7,3.17,0.63,-1.6,1.3,3.7425
1999,3,8,4.03,0.93,-0.9,5.2,3.1048
1999,3,9,2.87,0.59,2,6.5,3.5396
1999,3,10,2.17,0.44,4.9,12.2,3.1896
1999,3,11,7.01,0.13,4.8,9.9,3.6154
1999,3,12,0,0.45,6.5,16.6,3.4237
1999,3,13,0,0.39,6.5,14.6,3.2464
1999,3,14,0.02,0.38,6.4,13.8,2.903
1999,3,15,0.04,0.22,5.3,11.1,2.6466
1999,3,16,0.18,0.12,4.7,6,2.4638
1999,3,17,0,0.83,2.3,5.8,2.1606
1999,3,18,0,0.83,1.1,4.4,1.8596
1999,3,19,7.11,0.21,0.5,3.5,1.7548
1999,3,20,3.16,0.51,0.5,3,1.8172
1999,3,21,0.45,0.71,3,7.1,1.5831
1999,3,22,14.23,0.06,2,3.5,1.5407
1999,3,23,14.15,0.32,1.1,2.8,2.3021
1999,3,24,0.68,0.66,5.8,13.8,3.6466
1999,3,25,0,0.95,4.3,10.7,2.7001
1999,3,26,0.05,0.56,6.7,13.2,2.4526
1999,3,27,7.82,0,3.3,5.4,2.2464
1999,3,28,2.94,0.17,2.2,3.8,1.8952
1999,3,29,0.26,0.22,4.1,6.3,1.6622
1999,3,30,0.05,0.36,5.3,8,1.573
1999,3,31,0,0.55,4.8,9.6,1.6054
1999,4,1,0,0.67,6,12.5,1.67
1999,4,2,0.72,0.6,6.6,12.7,1.6678
1999,4,3,0.53,0.51,7.7,12.2,1.7079
1999,4,4,11.96,0,6.4,9,2.3222
1999,4,5,2.13,0.32,7,11.9,2.1706
1999,4,6,0.25,0.91,8.2,16.2,1.9788
1999,4,7,25.09,0.01,5.1,8.9,4.2509
1999,4,8,11.55,0.07,3.5,5.3,5.9332
1999,4,9,0.13,0.82,5.6,8.3,3.6812
1999,4,10,0,0.62,5.2,10,2.5976
1999,4,11,10.06,0.01,4.2,7.4,2.6511
1999,4,12,2.45,0.58,4.3,7,2.6656
1999,4,13,9.78,0.42,3.1,5.4,2.1962
1999,4,14,2.24,1.43,5.3,11.8,1.9543
